Driver,Constructor,AveragePositionFromLast3Races,AveragePointsFromLast3Races,ConstructorAveragePointFromLast3Races,FP1_BestTime(s),FP2_BestTime(s),FP3_BestTime(s),Sector1Time(s),Sector2Time(s),Sector3Time(s),Average_Laptime(s),Qualifying_Time(s),Starting_Pos,Race_Result,DriverPoints,ConstructorPoints,FP1_Rank,FP2_Rank,FP3_Rank,FP1_DeltaToFastest,FP2_DeltaToFastest,FP3_DeltaToFastest,Sector1_Rank,Sector2_Rank,Sector3_Rank,CombinedSectorTime,CombinedSectorDelta,LapTime_Rank,DeltaToFastestLap,StartXConst,DriXConst,FP3XStart
ANT,Mercedes,9.0,17.0,37.0,73.402,73.033,74.38,24.462866666,27.0069375,36.096461538,88.209083333,72.646,2.0,1.0,100.0,180.0,1,2,1,0.0,0.06799999999999784,0.0,2,8,17,87.566265704,2.0826672769999988,11,3.4650833329999955,360.0,18000.0,2.0
BEA,Haas F1 Team,11.0,5.5,0.5,77.77,75.197,76.21,26.36075,26.780058823,35.207714285,89.245076923,74.416,16.0,10.0,17.0,18.0,20,17,15,4.367999999999995,2.2319999999999993,1.8299999999999983,15,3,10,88.348523108,2.864924680999991,18,4.501076922999999,288.0,306.0,240.0
BOR,Audi,8.333333333333334,4.166666666666667,0.0,76.214,74.627,75.98,27.324714285,28.032857142,35.38590909,89.142545454,74.071,13.0,13.0,2.0,2.0,11,14,13,2.8119999999999976,1.661999999999992,1.6000000000000085,21,22,13,90.743480517,5.259882089999991,17,4.398545454000001,26.0,4.0,169.0
BOT,Cadillac,12.333333333333334,6.166666666666667,0.0,77.868,76.866,77.212,26.833125,27.3505,34.621166666,88.958,76.272,22.0,16.0,0.0,0.0,21,22,21,4.465999999999994,3.9009999999999962,2.832000000000008,18,15,7,88.804791666,3.321193238999996,16,4.213999999999999,0.0,0.0,462.0
COL,Alpine,7.666666666666667,6.833333333333334,6.0,76.214,74.702,75.478,25.824533333,27.165266666,34.371384615,86.76075,73.697,10.0,6.0,7.0,23.0,12,15,9,2.8119999999999976,1.7369999999999948,1.097999999999999,9,13,4,87.361184614,1.8775861869999915,4,2.016750000000002,230.0,161.0,90.0
GAS,Alpine,11.333333333333334,5.666666666666667,6.0,76.809,76.642,76.15,26.236,26.903428571,34.6035,87.290666666,74.187,14.0,8.0,16.0,23.0,17,21,14,3.4069999999999965,3.6769999999999925,1.7700000000000102,13,5,6,87.742928571,2.259330143999989,6,2.5466666660000072,322.0,368.0,196.0
HAD,Red Bull Racing,11.333333333333334,5.666666666666667,7.0,76.253,73.605,74.941,26.351125,27.5359375,35.148071428,88.088857142,72.935,7.0,5.0,4.0,30.0,13,8,7,2.850999999999999,0.6400000000000006,0.561000000000007,14,18,9,89.035133928,3.5515355009999894,9,3.344857141999995,210.0,120.0,49.0
HAM,Ferrari,6.666666666666667,7.333333333333334,17.5,74.176,73.326,74.695,24.798428571,27.069590909,33.615578947,85.331388888,72.868,5.0,2.0,51.0,110.0,3,5,3,0.7740000000000009,0.36099999999999,0.3149999999999977,3,9,2,85.483598427,0.0,2,0.5873888880000067,550.0,5610.0,15.0
HUL,Audi,10.0,5.0,0.0,75.698,74.595,76.297,26.8505,27.492285714,34.247272727,86.996181818,73.886,11.0,12.0,0.0,2.0,9,13,17,2.2959999999999923,1.6299999999999955,1.9170000000000016,19,17,3,88.590058441,3.1064600139999925,5,2.252181817999997,22.0,0.0,187.0
LAW,Racing Bulls,10.333333333333334,5.166666666666667,1.0,77.431,74.5655,76.257,26.166588235,27.158883333,35.296811687499996,88.26565475105,73.897,12.0,7.0,10.0,14.0,19,12,16,4.028999999999996,1.6004999999999967,1.8770000000000095,12,12,11,88.6222832555,3.13868482849999,13,3.5216547510499936,168.0,140.0,192.0
LEC,Ferrari,8.666666666666666,6.333333333333333,17.5,74.355,73.41,74.741,25.318526315,27.003,35.88025,88.173125,72.976,8.0,4.0,59.0,110.0,4,6,5,0.953000000000003,0.4449999999999932,0.3610000000000042,6,7,16,88.20177631499999,2.7181778879999854,10,3.429124999999999,880.0,6490.0,40.0
LIN,Racing Bulls,9.333333333333334,4.666666666666667,1.0,75.452,73.737,75.653,25.524526315,27.817444444,35.68225,88.946625,73.28,9.0,22.0,4.0,14.0,8,9,10,2.049999999999997,0.7719999999999914,1.2730000000000103,8,21,14,89.024220759,3.540622331999998,15,4.202624999999998,126.0,56.0,90.0
NOR,McLaren,5.666666666666667,11.833333333333334,30.5,74.799,73.28,74.596,25.347,26.387266666,37.436916666,89.301583333,72.729,3.0,18.0,51.0,94.0,6,3,2,1.3970000000000056,0.3149999999999977,0.21600000000000819,7,1,22,89.171183332,3.6875849049999943,19,4.557583332999997,282.0,4794.0,6.0
OCO,Haas F1 Team,8.0,4.0,0.5,76.497,74.928,76.849,26.09717647,26.8515,35.798571428,88.805428571,74.845,17.0,14.0,1.0,18.0,14,16,19,3.094999999999999,1.9629999999999939,2.4690000000000083,10,4,15,88.74724789800001,3.263649471000008,14,4.061428570999993,306.0,18.0,323.0
PER,Cadillac,11.0,5.5,0.0,77.926,76.002,76.641,25.216125,27.253857142,33.536833333,84.744,75.429,20.0,17.0,0.0,0.0,22,19,18,4.524000000000001,3.036999999999992,2.26100000000001,4,14,1,86.006815475,0.5232170479999922,1,0.0,0.0,0.0,360.0
PIA,McLaren,7.666666666666667,11.333333333333334,30.5,74.963,73.299,74.793,27.7886,27.393933333,37.005166666,91.068583333,72.781,4.0,11.0,43.0,94.0,7,4,6,1.5609999999999928,0.3340000000000032,0.4130000000000109,22,16,21,92.18769999899999,6.704101571999985,20,6.324583333000007,376.0,4042.0,24.0
RUS,Mercedes,6.666666666666667,9.333333333333334,37.0,73.544,72.965,74.702,24.087888888,26.450421052,36.526352941,87.752375,72.578,1.0,19.0,80.0,180.0,2,1,4,0.1419999999999959,0.0,0.32200000000000273,1,2,19,87.064662881,1.5810644539999998,7,3.008375000000001,180.0,14400.0,4.0
SAI,Williams,8.0,5.0,1.5,76.66,74.536,75.943,26.809,27.738625,34.57685,87.875157894,74.273,15.0,9.0,4.0,5.0,16,10,12,3.2579999999999956,1.570999999999998,1.5630000000000024,17,20,5,89.12447499999999,3.6408765729999857,8,3.1311578939999976,75.0,20.0,180.0
STR,Aston Martin,12.666666666666666,6.333333333333333,0.0,76.978,76.354,77.12,26.713857142,27.1525,36.901428571,91.682,76.195,21.0,15.0,0.0,0.0,18,20,20,3.5759999999999934,3.388999999999996,2.740000000000009,16,10,20,90.767785713,5.284187285999991,22,6.938000000000002,0.0,0.0,420.0
VER,Red Bull Racing,5.666666666666667,7.833333333333334,7.0,74.366,73.504,74.974,25.239285714,26.9225,34.624666666,85.870166666,72.907,6.0,3.0,26.0,30.0,5,7,8,0.9639999999999986,0.5390000000000015,0.5940000000000083,5,6,8,86.78645238000001,1.3028539530000103,3,1.1261666660000031,180.0,780.0,48.0
ALB,Williams,10.333333333333334,5.666666666666667,2.5,75.989,74.6,74.801,22.48076923,40.787447368,25.282555555,88.891222222,73.787,11.0,8.0,1.0,7.0,11,13,16,2.01100000000001,1.573999999999998,2.081000000000003,2,11,9,88.550772153,3.060223766000007,8,4.3300931899999995,77.0,7.0,176.0
ALO,Aston Martin,11.666666666666666,5.833333333333333,0.0,76.678,75.294,75.567,22.958833333,40.708206896,25.9376,89.06172,75.349,21.0,10.0,0.0,0.0,20,20,21,2.700000000000003,2.2680000000000007,2.846999999999994,6,9,13,89.604640229,4.114091842000008,10,4.500590967999997,0.0,0.0,441.0
ANT,Mercedes,9.0,17.0,31.0,74.537,73.529,72.72,23.736771428,42.723088235,26.855258064,91.253033333,72.051,1.0,1.0,131.0,219.0,4,5,1,0.5590000000000117,0.5030000000000001,0.0,17,22,17,93.315117727,7.824569340000011,19,6.691904301000008,219.0,28689.0,1.0
BEA,Haas F1 Team,7.333333333333333,3.6666666666666665,0.5,76.292,74.456,74.487,24.486621621,41.533527777,24.893757575,88.14621875,74.814,19.0,20.0,18.0,19.0,16,10,14,2.314000000000007,1.4300000000000068,1.766999999999996,22,16,5,90.913906973,5.423358586000006,5,3.585089718000006,361.0,342.0,266.0
BOR,Audi,8.333333333333334,4.166666666666667,0.0,75.75,74.359,73.82,23.170285714,40.086714285,27.642,91.010645161,74.683,16.0,11.0,2.0,2.0,9,9,7,1.7720000000000056,1.3329999999999984,1.0999999999999943,11,5,20,90.898999999,5.4084516120000075,17,6.449516129000003,32.0,4.0,112.0
BOT,Cadillac,11.333333333333334,5.666666666666667,0.0,77.46,75.759,75.451,23.337666666,40.748185185,22.64416,85.681,75.283,20.0,21.0,0.0,0.0,21,21,20,3.4819999999999993,2.733000000000004,2.7309999999999945,14,10,2,86.730011851,1.2394634640000106,2,1.1198709680000007,0.0,0.0,400.0
COL,Alpine,7.0,6.5,9.0,76.189,74.758,75.179,24.279387096,41.603032258,25.316074074,90.105,73.995,14.0,14.0,15.0,35.0,15,15,19,2.2109999999999985,1.7319999999999993,2.459000000000003,19,17,10,91.198493428,5.707945041000016,12,5.543870968000007,490.0,525.0,266.0
GAS,Alpine,11.0,5.5,9.0,75.828,74.497,74.48,24.386378378,39.974888888,24.85090909,88.366878787,73.226,9.0,3.0,20.0,35.0,10,11,13,1.8500000000000085,1.4710000000000036,1.7600000000000051,20,4,4,89.212176356,3.7216279690000107,6,3.805749755000008,315.0,700.0,117.0
HAD,Red Bull Racing,12.333333333333334,6.166666666666667,17.5,76.148,74.087,73.877,23.117913043,40.684347826,27.258368421,91.049631578,72.434,5.0,4.0,14.0,57.0,13,6,8,2.1700000000000017,1.061000000000007,1.1569999999999965,9,8,19,91.06062929000001,5.570080903000019,18,6.4885025460000065,285.0,798.0,40.0
HAM,Ferrari,8.666666666666666,8.333333333333332,21.0,74.204,73.026,73.051,24.4655,41.936057142,27.097875,92.8210625,72.279,3.0,2.0,72.0,147.0,2,1,3,0.2259999999999991,0.0,0.33100000000000307,21,19,18,93.499432142,8.008883755000014,21,8.259933468,441.0,10584.0,9.0
HUL,Audi,10.333333333333334,5.166666666666667,0.0,75.343,74.094,74.05,22.800764705,39.044058823,25.007466666,86.315466666,73.902,13.0,13.0,0.0,2.0,7,8,10,1.365000000000009,1.0679999999999978,1.3299999999999983,3,2,7,86.852290194,1.3617418070000156,3,1.7543376340000094,26.0,0.0,130.0
LAW,Racing Bulls,11.0,5.5,3.0,76.431,74.785,74.587,22.825971428,41.609742857,25.9335,90.3794375,73.412,10.0,6.0,16.0,21.0,19,16,15,2.453000000000003,1.7590000000000003,1.8670000000000044,5,18,12,90.369214285,4.878665898000008,13,5.818308467999998,210.0,336.0,150.0
LEC,Ferrari,8.0,6.0,21.0,73.978,73.137,73.047,23.069171428,41.336171428,25.71571875,90.4424375,72.351,4.0,17.0,75.0,147.0,1,2,2,0.0,0.1110000000000042,0.3269999999999982,8,15,11,90.12106160600001,4.630513219000022,14,5.881308468,588.0,11025.0,8.0
LIN,Racing Bulls,12.0,6.0,3.0,76.389,74.748,74.918,22.990567567,42.183666666,26.123181818,91.285181818,74.248,15.0,7.0,5.0,21.0,18,14,17,2.4110000000000014,1.7220000000000084,2.1980000000000075,7,20,15,91.297416051,5.806867664000009,20,6.7240527860000014,315.0,105.0,255.0
NOR,McLaren,6.666666666666667,12.333333333333334,16.5,75.291,75.274,74.006,23.993625,41.239428571,28.596714285,94.353571428,72.765,8.0,19.0,58.0,106.0,6,19,9,1.3130000000000024,2.2480000000000047,1.2860000000000014,18,14,22,93.829767856,8.339219469000014,22,9.792442395999998,848.0,6148.0,72.0
OCO,Haas F1 Team,9.0,4.5,0.5,76.333,74.845,74.278,23.188342857,39.963529411,25.991870967,89.174645161,74.722,17.0,9.0,1.0,19.0,17,17,11,2.355000000000004,1.8190000000000026,1.558000000000007,12,3,14,89.143743235,3.6531948480000125,11,4.613516129000004,323.0,19.0,187.0
PER,Cadillac,11.0,5.5,0.0,76.17,75.116,74.945,23.264833333,40.141766666,25.158071428,88.77925,74.747,18.0,15.0,0.0,0.0,14,18,18,2.1920000000000073,2.0900000000000034,2.2249999999999943,13,6,8,88.56467142700001,3.0741230400000177,7,4.218120968000008,0.0,0.0,324.0
PIA,McLaren,4.666666666666667,9.833333333333334,16.5,75.565,74.088,73.698,23.13332258,40.818366666,27.697888888,90.988222222,72.624,7.0,5.0,48.0,106.0,8,7,6,1.5870000000000033,1.0619999999999976,0.9779999999999944,10,12,21,91.649578134,6.159029747000005,16,6.427093190000008,742.0,5088.0,42.0
RUS,Mercedes,7.666666666666667,9.833333333333334,31.0,74.983,73.405,73.483,23.428030303,42.5885,24.967387096,88.913862068,72.445,6.0,12.0,88.0,219.0,5,4,4,1.0050000000000097,0.3790000000000049,0.7630000000000052,15,21,6,90.98391739899999,5.493369012000002,9,4.352733036000004,1314.0,19272.0,24.0
SAI,Williams,6.666666666666667,4.333333333333334,2.5,76.041,74.512,74.336,22.817939393,41.192212121,26.5131,90.8501,73.815,12.0,16.0,6.0,7.0,12,12,12,2.0630000000000024,1.4860000000000042,1.6159999999999997,4,13,16,90.52325151400001,5.032703127000019,15,6.288970968000001,84.0,42.0,144.0
STR,Aston Martin,10.666666666666666,5.333333333333333,0.0,77.556,76.174,75.921,23.56274074,40.432074074,22.58916,86.61156,76.061,22.0,18.0,0.0,0.0,22,22,22,3.578000000000003,3.1480000000000103,3.2010000000000076,16,7,1,86.58397481399999,1.0934264269999971,4,2.0504309680000006,0.0,0.0,484.0
VER,Red Bull Racing,7.666666666666667,8.833333333333334,17.5,74.491,73.194,73.662,21.8802,38.9048,24.705548387,84.561129032,72.094,2.0,22.0,43.0,57.0,3,3,5,0.5130000000000052,0.16800000000000637,0.9420000000000073,1,1,3,85.49054838699999,0.0,1,0.0,114.0,2451.0,10.0
ALB,Williams,9.666666666666666,6.833333333333333,3.0,78.172,78.79,78.412,31.6565,39.683310344,30.197,99.4668,77.424,18.0,18.0,5.0,11.0,14,19,18,1.8089999999999975,3.3640000000000043,2.733000000000004,14,19,16,101.536810344,11.751472701000012,17,13.279907143000003,198.0,55.0,324.0
ALO,Aston Martin,10.0,5.5,0.5,80.067,79.286,79.496,35.021882352,38.697571428,31.812285714,101.9334375,78.815,22.0,19.0,1.0,1.0,21,21,20,3.7039999999999935,3.8599999999999994,3.816999999999993,20,17,20,105.531739494,15.746401851000016,21,15.746544642999993,22.0,1.0,440.0
ANT,Mercedes,9.0,17.0,25.0,78.172,76.015,76.5,30.541730769,36.241451612,28.641741935,92.3254,74.998,3.0,16.0,156.0,244.0,12,5,7,1.8089999999999975,0.5889999999999986,0.820999999999998,10,5,4,95.424924316,5.639586673000011,4,6.138507142999998,732.0,38064.0,21.0
BEA,Haas F1 Team,10.333333333333334,5.166666666666667,1.5,78.172,76.945,78.391,29.794615384,38.965032258,29.422129032,94.43532,76.389,15.0,17.0,18.0,21.0,15,12,17,1.8089999999999975,1.5189999999999912,2.7120000000000033,7,18,9,98.181776674,8.396439031000014,6,8.248427143,315.0,378.0,255.0
BOR,Audi,8.0,4.0,0.0,78.209,76.611,77.027,33.155043478,37.324148148,30.188851851,99.770869565,76.001,12.0,11.0,2.0,2.0,16,8,11,1.8460000000000036,1.1850000000000023,1.347999999999999,18,8,15,100.668043477,10.882705834000006,18,13.583976707999994,24.0,4.0,132.0
BOT,Cadillac,12.333333333333334,6.166666666666667,0.0,78.914,78.225,79.962,31.0476,36.628833333,29.566166666,95.373,77.757,20.0,21.0,0.0,0.0,20,18,21,2.551000000000002,2.7989999999999924,4.283000000000001,13,6,10,97.242599999,7.457262356000015,10,9.186107143000001,0.0,0.0,420.0
COL,Alpine,9.333333333333334,4.666666666666667,13.5,77.893,77.051,77.625,33.104666666,40.738133333,29.991166666,94.732,76.191,13.0,10.0,15.0,50.0,7,15,14,1.5300000000000011,1.625,1.945999999999998,17,20,13,103.83396666499999,14.048629022,8,8.545107142999996,650.0,750.0,182.0
GAS,Alpine,5.0,10.0,13.5,78.508,77.26,77.583,31.015653846,38.357793103,30.247724137,99.776384615,76.261,14.0,7.0,35.0,50.0,19,16,13,2.144999999999996,1.8340000000000032,1.9039999999999964,12,13,17,99.621171086,9.835833443000013,19,13.589491757999994,700.0,1750.0,182.0
HAD,Red Bull Racing,6.333333333333333,9.166666666666666,18.5,78.172,76.674,76.684,30.813,38.6885,30.617133333,96.05468,75.077,6.0,6.0,26.0,69.0,8,10,8,1.8089999999999975,1.2480000000000047,1.0049999999999955,11,16,19,100.11863333299999,10.33329569,13,9.867787143000001,414.0,1794.0,48.0
HAM,Ferrari,7.333333333333333,12.666666666666666,24.0,78.172,76.631,76.381,35.3812,41.650392857,30.575357142,100.283454545,74.743,2.0,1.0,90.0,165.0,10,9,5,1.8089999999999975,1.2049999999999983,0.7019999999999982,22,21,18,107.606949999,17.821612356000003,20,14.096561687999994,330.0,14850.0,10.0
HUL,Audi,8.333333333333334,4.166666666666667,0.0,78.172,76.934,76.961,29.548333333,37.388677419,28.66016129,95.268703703,76.657,9.0,20.0,0.0,2.0,9,11,9,1.8089999999999975,1.5079999999999956,1.2819999999999965,6,9,5,95.597172042,5.811834399000006,9,9.081810845999996,18.0,0.0,81.0
LAW,Racing Bulls,6.333333333333333,7.166666666666666,10.0,77.472,76.967,77.324,27.4518,38.549142857,39.54625,97.5434,76.542,8.0,8.0,24.0,35.0,5,13,12,1.1089999999999947,1.5409999999999968,1.644999999999996,2,15,22,105.547192857,15.761855214000008,14,11.356507143000002,280.0,840.0,96.0
LEC,Ferrari,11.0,5.5,24.0,76.883,75.799,75.922,33.51492,36.843535714,29.00337931,98.94508,75.281,10.0,15.0,75.0,165.0,3,4,3,0.519999999999996,0.37300000000000466,0.242999999999995,19,7,7,99.361835024,9.57649738100001,16,12.758187143,1650.0,12375.0,30.0
LIN,Racing Bulls,9.666666666666666,7.833333333333333,10.0,77.804,76.411,77.02,26.105958333,36.15737931,27.522,88.234416666,75.84,11.0,9.0,11.0,35.0,6,7,10,1.4410000000000025,0.9849999999999994,1.340999999999994,1,3,2,89.78533764299999,0.0,2,2.0475238089999976,385.0,385.0,110.0
NOR,McLaren,12.333333333333334,6.166666666666667,5.0,78.172,75.426,75.925,32.22137037,38.0613,29.2799,97.578346153,75.001,4.0,3.0,58.0,116.0,11,1,4,1.8089999999999975,0.0,0.2459999999999951,16,12,8,99.56257037,9.777232727000012,15,11.391453295999995,464.0,6728.0,16.0
OCO,Haas F1 Team,7.666666666666667,4.833333333333334,1.5,78.372,77.538,78.04,28.209083333,38.422172413,30.046034482,95.412916666,77.073,17.0,13.0,3.0,21.0,18,17,16,2.0090000000000003,2.1119999999999948,2.361000000000004,4,14,14,96.67729022799999,6.8919525849999985,11,9.226023808999997,357.0,63.0,272.0
PER,Cadillac,10.666666666666666,5.333333333333333,0.0,78.172,79.261,78.691,31.661774193,37.497,28.809294117,95.778566666,77.545,19.0,14.0,0.0,0.0,13,20,19,1.8089999999999975,3.8349999999999937,3.0120000000000005,15,11,6,97.96806831,8.182730667000016,12,9.591673809,0.0,0.0,361.0
PIA,McLaren,5.333333333333333,7.666666666666666,5.0,76.566,75.483,75.893,30.27245,36.083208333,29.844958333,93.368157894,75.09,7.0,5.0,58.0,116.0,2,3,2,0.20300000000000296,0.05700000000000216,0.21399999999999864,8,2,12,96.200616666,6.415279023000011,5,7.181265037000003,812.0,6728.0,14.0
RUS,Mercedes,10.333333333333334,5.166666666666667,25.0,76.363,75.435,75.679,27.795166666,37.480964285,29.599107142,91.719,74.679,1.0,2.0,88.0,244.0,1,2,1,0.0,0.009000000000000341,0.0,3,10,11,94.87523809300001,5.089900450000016,3,5.53210714299999,244.0,21472.0,1.0
SAI,Williams,9.0,4.5,3.0,78.293,77.02,77.73,30.522307692,36.193310344,28.320827586,94.52326923,77.827,16.0,12.0,6.0,11.0,17,14,15,1.9300000000000068,1.593999999999994,2.051000000000002,9,4,3,95.036445622,5.251107979000011,7,8.336376372999993,176.0,66.0,240.0
STR,Aston Martin,11.0,5.5,0.5,80.318,79.459,80.103,35.3376875,41.677,32.7903,107.6904,78.758,21.0,22.0,0.0,1.0,22,22,22,3.9549999999999983,4.033000000000001,4.423999999999992,21,22,21,109.80498750000001,20.01964985700002,22,21.503507142999993,21.0,0.0,462.0
VER,Red Bull Racing,13.333333333333334,6.666666666666667,18.5,77.047,76.321,76.434,28.601366666,35.599090909,26.993424242,86.186892857,75.021,5.0,4.0,43.0,69.0,4,6,6,0.6839999999999975,0.894999999999996,0.7549999999999955,5,1,1,91.193881817,1.4085441740000135,1,0.0,345.0,2967.0,30.0
ALB,Williams,8.666666666666666,6.333333333333333,2.0,69.644,68.838,68.992,24.5212,39.2395,27.818088235,88.911551724,68.509,18.0,17.0,5.0,11.0,20,18,18,1.847999999999999,1.823999999999998,1.8960000000000008,14,10,6,91.578788235,10.794411578999998,9,8.162051724000008,198.0,55.0,324.0
ALO,Aston Martin,9.666666666666666,5.333333333333333,0.5,71.333,70.544,70.421,24.061173913,38.780666666,27.740222222,90.763956521,69.942,21.0,18.0,1.0,1.0,22,20,21,3.536999999999992,3.530000000000001,3.325000000000003,13,7,5,90.582062801,9.797686145,15,10.014456521,21.0,1.0,441.0
ANT,Mercedes,5.666666666666667,15.333333333333334,21.5,67.796,67.014,67.134,27.853592592,38.93025,28.26184375,87.49572,66.414,4.0,3.0,156.0,262.0,1,1,2,0.0,0.0,0.0379999999999967,21,8,12,95.045686342,14.26130968599999,5,6.746220000000008,1048.0,40872.0,8.0
BEA,Haas F1 Team,12.333333333333334,6.166666666666667,1.0,69.071,68.532,68.529,27.075666666,41.317545454,28.995121212,90.111851851,67.523,13.0,14.0,18.0,21.0,15,14,15,1.2749999999999915,1.5180000000000007,1.4329999999999927,20,18,14,97.388333332,16.603956675999996,12,9.362351851,273.0,378.0,195.0
BOR,Audi,7.333333333333333,3.6666666666666665,0.0,69.01650000000001,68.3,68.311,23.765925925,39.9306,27.5476,85.99548,67.293,12.0,11.0,2.0,2.0,11,10,13,1.2205000000000013,1.2860000000000014,1.2150000000000034,12,15,4,91.244125925,10.459749269,3,5.245980000000003,24.0,4.0,156.0
BOT,Cadillac,14.0,7.0,0.0,69.521,71.307,69.74,22.8725,52.1675,36.707666666,102.608,69.03,20.0,22.0,0.0,0.0,18,22,20,1.7249999999999943,4.293000000000006,2.6439999999999912,8,22,22,111.74766666599999,30.96329000999998,22,21.858500000000006,0.0,0.0,400.0
COL,Alpine,8.333333333333334,4.166666666666667,11.0,68.962,68.831,68.394,22.929888888,41.177366666,31.558733333,90.3356,68.171,16.0,15.0,16.0,57.0,8,17,14,1.1659999999999968,1.8170000000000073,1.2980000000000018,9,17,21,95.665988887,14.881612230999991,13,9.586100000000002,912.0,912.0,224.0
GAS,Alpine,5.333333333333333,10.166666666666666,11.0,69.546,68.376,68.193,23.1576,39.279757575,28.010969696,87.782310344,67.223,11.0,13.0,41.0,57.0,19,11,11,1.75,1.362000000000009,1.0969999999999942,10,11,8,90.448327271,9.66395061499999,7,7.032810343999998,627.0,2337.0,121.0
HAD,Red Bull Racing,6.0,9.0,16.0,69.481,67.758,67.912,26.111666666,41.806892857,30.731071428,96.567608695,66.632,8.0,6.0,34.0,89.0,17,7,8,1.684999999999988,0.7439999999999998,0.8160000000000025,18,20,19,98.649630951,17.865254295,21,15.818108695000006,712.0,3026.0,64.0
HAM,Ferrari,9.333333333333334,13.666666666666668,21.5,68.461,67.611,67.211,22.738103448,41.780363636,28.209787878,93.88037931,66.408,3.0,5.0,115.0,190.0,5,5,3,0.664999999999992,0.5970000000000084,0.11499999999999488,6,19,11,92.728254962,11.943878305999988,20,13.130879309999997,570.0,21850.0,9.0
HUL,Audi,11.0,5.5,0.0,69.165,68.559,68.303,22.21537037,36.67221875,28.11984375,84.365653846,67.611,14.0,12.0,0.0,2.0,16,15,12,1.3689999999999998,1.5450000000000017,1.2069999999999936,4,2,9,87.00743287,6.223056213999996,2,3.616153846000003,28.0,0.0,168.0
LAW,Racing Bulls,6.0,7.0,10.0,69.01650000000001,68.235,68.031,22.623166666,38.141647058,26.803235294,87.6077,66.955,9.0,9.0,28.0,41.0,10,9,9,1.2205000000000013,1.2210000000000036,0.9350000000000023,5,5,3,87.568049018,6.78367236199999,6,6.8581999999999965,369.0,1148.0,81.0
LEC,Ferrari,10.666666666666666,5.333333333333333,21.5,69.01650000000001,67.855,67.452,21.26184375,39.2,30.1996,89.219774193,66.349,2.0,8.0,75.0,190.0,14,8,7,1.2205000000000013,0.8410000000000082,0.35599999999999454,2,9,18,90.66144375,9.877067093999997,10,8.470274193000009,380.0,14250.0,14.0
LIN,Racing Bulls,6.0,6.0,10.0,68.726,68.378,68.109,19.106307692,35.420482758,26.257586206,80.7495,67.007,10.0,10.0,13.0,41.0,6,13,10,0.9299999999999926,1.3640000000000043,1.012999999999991,1,1,1,80.784376656,0.0,1,0.0,410.0,533.0,100.0
NOR,McLaren,12.333333333333334,6.166666666666667,17.5,68.873,67.339,67.36,26.446896551,39.4703125,28.9695625,91.169,66.502,6.0,7.0,73.0,141.0,7,3,5,1.0769999999999982,0.32500000000000284,0.2639999999999958,19,13,13,94.886771551,14.102394894999989,17,10.4195,846.0,10293.0,30.0
OCO,Haas F1 Team,7.333333333333333,4.666666666666666,1.0,69.01650000000001,68.83,68.707,22.83937931,40.647969696,29.264696969,90.489071428,67.817,15.0,16.0,3.0,21.0,9,16,16,1.2205000000000013,1.8160000000000025,1.61099999999999,7,16,16,92.752045975,11.967669318999995,14,9.739571428000005,315.0,63.0,240.0
PER,Cadillac,9.666666666666666,4.833333333333333,0.0,71.283,68.376,69.532,29.17,45.266,30.883,90.0247479279524,68.945,19.0,21.0,0.0,0.0,21,12,19,3.4869999999999948,1.362000000000009,2.435999999999993,22,21,20,105.319,24.534623343999996,11,9.275247927952407,0.0,0.0,361.0
PIA,McLaren,6.666666666666667,8.333333333333334,17.5,67.913,67.251,67.344,23.409357142,39.35625,27.92546875,91.167714285,66.511,7.0,4.0,68.0,141.0,3,2,4,0.11699999999999022,0.23700000000000898,0.24799999999999045,11,12,7,90.69107589200001,9.906699236000009,16,10.418214285000005,987.0,9588.0,28.0
RUS,Mercedes,10.666666666666666,5.333333333333333,21.5,67.836,67.637,67.096,25.752681818,39.62884,28.14952,93.109681818,66.113,1.0,1.0,106.0,262.0,2,6,1,0.03999999999999204,0.6230000000000047,0.0,17,14,10,93.53104181799999,12.746665161999985,19,12.360181818000001,262.0,27772.0,1.0
SAI,Williams,9.333333333333334,4.666666666666667,2.0,69.01650000000001,69.131,68.843,24.526961538,37.210733333,26.736866666,88.530884615,68.252,17.0,20.0,6.0,11.0,13,19,17,1.2205000000000013,2.1170000000000044,1.7469999999999999,15,3,2,88.474561537,7.690184880999993,8,7.781384615000007,187.0,66.0,289.0
STR,Aston Martin,13.333333333333334,6.666666666666667,0.5,69.01650000000001,70.698,70.567,25.130142857,38.60021875,29.02103125,92.933642857,70.363,22.0,19.0,0.0,1.0,12,21,22,1.2205000000000013,3.6839999999999975,3.4709999999999894,16,6,15,92.75139285700001,11.967016201000007,18,12.184142856999998,22.0,0.0,484.0
VER,Red Bull Racing,12.666666666666666,6.333333333333333,16.0,68.077,67.564,67.369,21.64436,38.074413793,30.006241379,86.724625,66.475,5.0,2.0,55.0,89.0,4,4,6,0.2809999999999917,0.5499999999999972,0.27299999999999613,3,4,17,89.725015172,8.940638515999993,4,5.975125000000006,445.0,4895.0,30.0
ALB,Williams,11.666666666666666,5.833333333333333,0.0,91.697,90.65,93.989,34.4394,44.048615384,28.733538461,106.1848,91.341,16.0,21.0,5.0,11.0,17,16,16,2.4369999999999976,2.274000000000001,2.382000000000005,9,16,5,107.22155384499999,2.377394755999987,13,3.6006749999999954,176.0,55.0,256.0
